"datetime.local","gas","amu","sample.id","sample.inlet","percent.saturation","umolL","umolL.sd","Ar_ratio","Ar_ratio.sd"
2024-09-04 20:52:13.778688,"O2",32,95," Inlet 1 ",75.944153853712,174.301119719647,0.883406595771056,10.7004683705341,0
2024-09-04 20:52:13.778688,"CO2",44,95," Inlet 1 ",150.889008862911,18.7999561720964,0.115909356626586,1.10174067192093,0
2024-09-04 20:56:28.748148,"CH4",16,96,"Reference",96.3367116650583,23.2705727799503,0.625652440634298,4.75525856445048,0
2024-09-04 20:56:28.748148,"N2",28,96,"Reference",98.4861883273404,410.236863254119,0.812757115838227,27.3859814304252,0
2024-09-04 20:56:28.748148,"O2",32,96,"Reference",98.3264142901158,225.671144375354,0.783633164348597,14.2335006683061,0
2024-09-04 20:56:28.748148,"CO2",44,96,"Reference",100.76883195713,12.5552526229964,0.085586004572467,0.774470136418448,0
2024-09-04 21:00:08.379679,"CH4",16,97," Inlet 2 ",95.733338479637,23.1248252307332,0.68933469274698,4.49816271539669,0
2024-09-04 21:00:08.379679,"N2",28,97," Inlet 2 ",100.923951238146,420.391182624895,1.01061365256825,26.6266636932038,0
2024-09-04 21:00:08.379679,"O2",32,97," Inlet 2 ",99.5098023101755,228.387164588793,0.617651300298539,13.6175989407993,0
2024-09-04 21:00:08.379679,"CO2",44,97," Inlet 2 ",116.920296921507,14.5676379897883,0.0866518368715336,0.851785017130207,0
2024-09-04 21:04:06.850299,"CH4",16,98,"Reference",94.880502591568,22.918818826117,0.801782439493548,4.73314715607559,0
2024-09-04 21:04:06.850299,"N2",28,98,"Reference",98.6925950410086,411.09663500697,1.05583489853138,27.3567804206714,0
2024-09-04 21:04:06.850299,"O2",32,98,"Reference",98.8927974850113,226.971063066275,0.628962121344855,14.2594623079218,0
2024-09-04 21:04:06.850299,"CO2",44,98,"Reference",100.116220163677,12.4739407156099,0.105603372938432,0.766641121458356,0
2024-09-04 21:08:32.193548,"CH4",16,99," Inlet 1 ",69.5931378945888,16.8105403679513,0.509754606638271,4.33623373647398,0
2024-09-04 21:08:32.193548,"N2",28,99," Inlet 1 ",102.213696155284,425.763518768578,1.0839668859115,26.6518491007122,0
2024-09-04 21:08:32.193548,"O2",32,99," Inlet 1 ",76.498194027633,175.572709668099,0.685555605452147,10.6294784224758,0
2024-09-04 21:08:32.193548,"CO2",44,99," Inlet 1 ",152.371415454765,18.9846560330479,0.137340853875789,1.09823649938613,0
2024-09-04 21:12:44.830769,"CH4",16,100,"Reference",101.80226479837,24.5908021065813,0.697779418021411,4.7158564009766,0
2024-09-04 21:12:44.830769,"N2",28,100,"Reference",99.6293843720814,414.998761013024,1.01921215103947,27.3720360988441,0
2024-09-04 21:12:44.830769,"O2",32,100,"Reference",99.5725588378209,228.531198493751,0.765058721922446,14.2075569068328,0
2024-09-04 21:12:44.830769,"CO2",44,100,"Reference",101.175682930393,12.6059440585328,0.0879048379768761,0.767090403709986,0
2024-09-04 21:16:29.628572,"CH4",16,101," Inlet 2 ",97.7473104156279,23.6113093519288,0.771483949376886,4.5205223017542,0
2024-09-04 21:16:29.628572,"N2",28,101," Inlet 2 ",100.739438983255,419.622610605164,1.065072551126,26.6565032623322,0
2024-09-04 21:16:29.628572,"O2",32,101," Inlet 2 ",99.2651995340077,227.825771306899,0.633417014043532,13.6301196664749,0
2024-09-04 21:16:29.628572,"CO2",44,101," Inlet 2 ",116.979208122664,14.5749780075148,0.0844275255069289,0.85464290942991,0
2024-09-04 21:20:27.167702,"CH4",16,102,"Reference",101.007676849856,24.398865757848,0.71360527497616,4.70083670089602,0
2024-09-04 21:20:27.167702,"N2",28,102,"Reference",99.9019642903155,416.134172308167,1.07950027336307,27.3861093807925,0
2024-09-04 21:20:27.167702,"O2",32,102,"Reference",100.16674369305,229.894925394789,0.587788524200864,14.2487396158902,0
2024-09-04 21:20:27.167702,"CO2",44,102,"Reference",100.393855542462,12.5085325854374,0.0950688674230887,0.759038077952873,0
2024-09-04 21:24:50.629032,"CH4",16,103," Inlet 1 ",72.3576215859123,17.4783140320721,0.600603092419191,4.30386125230482,0
2024-09-04 21:24:50.629032,"N2",28,103," Inlet 1 ",103.114000928832,429.513671074663,1.28970812635715,26.6414113942625,0
2024-09-04 21:24:50.629032,"O2",32,103," Inlet 1 ",76.6114215423496,175.832580660094,0.621670953596544,10.5357963492626,0
2024-09-04 21:24:50.629032,"CO2",44,103," Inlet 1 ",153.565548067923,19.1334385120384,0.150805352658291,1.09574434328513,0
2024-09-04 21:29:04.166667,"CH4",16,104,"Reference",105.5822098833,25.5038651090732,0.63576425429863,4.70199597069533,0
2024-09-04 21:29:04.166667,"N2",28,104,"Reference",100.334026497997,417.933895171038,1.06303331841913,27.4112160349081,0
2024-09-04 21:29:04.166667,"O2",32,104,"Reference",100.215760666284,230.007425342269,0.621142747899039,14.2006476039796,0
2024-09-04 21:29:04.166667,"CO2",44,104,"Reference",101.289802484477,12.6201627390804,0.0911923510331994,0.762803512800068,0
2024-09-04 21:32:49.45977,"CH4",16,105," Inlet 2 ",104.620487510392,25.271556676638,0.708732675844689,4.52453986667378,0
2024-09-04 21:32:49.45977,"N2",28,105," Inlet 2 ",101.409452157816,422.413500452147,1.16324175617888,26.7109094016811,0
2024-09-04 21:32:49.45977,"O2",32,105," Inlet 2 ",99.8778721383645,229.23192985291,0.706929351687356,13.6344969108203,0
2024-09-04 21:32:49.45977,"CO2",44,105," Inlet 2 ",117.428150738816,14.6309138345909,0.062472839933629,0.853225787076492,0
2024-09-04 21:36:45.103658,"CH4",16,106,"Reference",104.124574053847,25.1517665158194,0.733422212141754,4.7482809410764,0
2024-09-04 21:36:45.103658,"N2",28,106,"Reference",99.4009048526333,414.047046635931,1.05278086027346,27.4324122537628,0
2024-09-04 21:36:45.103658,"O2",32,106,"Reference",99.6363943795678,228.677708868017,0.601636111315456,14.2836330073842,0
2024-09-04 21:36:45.103658,"CO2",44,106,"Reference",100.444847738027,12.5148859378052,0.0933840233207145,0.764628742590442,0
2024-09-04 21:41:10.447155,"CH4",16,107," Inlet 1 ",74.680930891735,18.0395200080396,0.656723877229579,4.34904470303432,0
2024-09-04 21:41:10.447155,"N2",28,107," Inlet 1 ",102.488248820018,426.907147391957,1.23587753738704,26.6848669716074,0
2024-09-04 21:41:10.447155,"O2",32,107," Inlet 1 ",75.7968827281497,173.963114477831,0.72673354621091,10.5229393608774,0
2024-09-04 21:41:10.447155,"CO2",44,107," Inlet 1 ",154.303118184812,19.2253357680139,0.144250457392646,1.11014672111874,0
2024-09-04 21:45:24.954198,"CH4",16,108,"Reference",110.464183167712,26.6831280573422,0.671197393455607,4.74101126357461,0
2024-09-04 21:45:24.954198,"N2",28,108,"Reference",99.9447288332913,416.312304818592,1.06852755285762,27.400927532256,0
2024-09-04 21:45:24.954198,"O2",32,108,"Reference",100.017240001459,229.551796140933,0.69944802319765,14.2308961949826,0
2024-09-04 21:45:24.954198,"CO2",44,108,"Reference",101.551570167747,12.652777579683,0.092536254669018,0.767498698012083,0
2024-09-04 21:49:06.934066,"CH4",16,109," Inlet 2 ",109.089697408556,26.351114743408,0.773495706012521,4.50013059435437,0
2024-09-04 21:49:06.934066,"N2",28,109," Inlet 2 ",102.155159797556,425.519689941529,1.16689682566487,26.6753995702299,0
2024-09-04 21:49:06.934066,"O2",32,109," Inlet 2 ",100.75359601087,231.241823225835,0.751122755239803,13.6144263185704,0
2024-09-04 21:49:06.934066,"CO2",44,109," Inlet 2 ",117.944936882854,14.6953025990972,0.0660596417532733,0.848778069007326,0
2024-09-04 21:53:04,"CH4",16,110,"Reference",104.862077828512,25.3299139215925,0.79937107496032,4.74446105766537,0
2024-09-04 21:53:04,"N2",28,110,"Reference",99.3538374447148,413.850990862895,0.9039869583173,27.3772247113375,0
2024-09-04 21:53:04,"O2",32,110,"Reference",99.7653241777971,228.973618520785,0.560967594071498,14.2793183454801,0
2024-09-04 21:53:04,"CO2",44,110,"Reference",100.49678340813,12.5213568420087,0.0866673826126767,0.763595020029061,0
2024-09-04 21:57:30.764706,"CH4",16,111," Inlet 1 ",75.0669636882003,18.1327679934683,0.671694512358737,4.34484465610099,0
2024-09-04 21:57:30.764706,"N2",28,111," Inlet 1 ",102.524463252844,427.057995907668,1.12668522681691,26.6599374362923,0
2024-09-04 21:57:30.764706,"O2",32,111," Inlet 1 ",75.3543030299642,172.947339950834,0.835736467867306,10.4536220140543,0
2024-09-04 21:57:30.764706,"CO2",44,111," Inlet 1 ",155.056401415807,19.3191907932049,0.122992239472692,1.11404561821775,0
2024-09-04 22:01:41.960938,"CH4",16,112,"Reference",106.318925345517,25.6818220943733,0.687786798838879,4.72785015836644,0
2024-09-04 22:01:41.960938,"N2",28,112,"Reference",99.7017819416619,415.300327682995,1.06083116377663,27.3509498302106,0
2024-09-04 22:01:41.960938,"O2",32,112,"Reference",99.8085687932032,229.072870201192,0.73516706913164,14.2164496898385,0
2024-09-04 22:01:41.960938,"CO2",44,112,"Reference",101.288053836699,12.6199448670044,0.0944935486740765,0.765846979792313,0
2024-09-04 22:05:27.235632,"CH4",16,113," Inlet 2 ",107.019340073655,25.8510104715306,0.747680984775533,4.54643560463168,0
2024-09-04 22:05:27.235632,"N2",28,113," Inlet 2 ",101.043873080396,420.890708103906,1.01941362812358,26.6754782477599,0
2024-09-04 22:05:27.235632,"O2",32,113," Inlet 2 ",99.5833049914272,228.555862230342,0.693426286704155,13.6344041184216,0
2024-09-04 22:05:27.235632,"CO2",44,113," Inlet 2 ",117.638733563036,14.6571513179953,0.0609397395061479,0.85658468717855,0
2024-09-04 22:09:22.888889,"CH4",16,114,"Reference",103.114438597651,24.9077636819597,0.634041995052304,4.77314987088721,0
2024-09-04 22:09:22.888889,"N2",28,114,"Reference",98.6528516097416,410.931086711775,0.988599906065096,27.3697034986566,0
2024-09-04 22:09:22.888889,"O2",32,114,"Reference",99.0745313941642,227.388164610621,0.560582319186108,14.2974640900042,0
2024-09-04 22:09:22.888889,"CO2",44,114,"Reference",100.26825648521,12.4928836207487,0.0918957611615063,0.767310624385229,0
2024-09-04 22:13:49.635593,"CH4",16,115," Inlet 1 ",73.6078502563883,17.780312478615,0.569141730797866,4.35143391048375,0
2024-09-04 22:13:49.635593,"N2",28,115," Inlet 1 ",102.274746442699,426.017819182018,0.940668094290906,26.6641784616934,0
2024-09-04 22:13:49.635593,"O2",32,115," Inlet 1 ",74.7124423555657,171.474191214893,0.650835568171518,10.4035183480197,0
2024-09-04 22:13:49.635593,"CO2",44,115," Inlet 1 ",155.652071352426,19.3934080525392,0.119487998819912,1.12145644840609,0
2024-09-04 22:18:02.25,"CH4",16,116,"Reference",105.96822276409,25.5971082837796,0.802935366234461,4.7483511922945,0
2024-09-04 22:18:02.25,"N2",28,116,"Reference",99.2494697153196,413.416254879512,1.45316647518351,27.339524764008,0
2024-09-04 22:18:02.25,"O2",32,116,"Reference",99.3687719646287,228.063482700249,0.668249993485113,14.225287828711,0
2024-09-04 22:18:02.25,"CO2",44,116,"Reference",101.153898202314,12.603229798984,0.105098289011537,0.768061650805763,0
2024-09-04 22:21:46.127168,"CH4",16,117," Inlet 2 ",103.903427407539,25.0983475331804,0.704335094837755,4.55999942960733,0
2024-09-04 22:21:46.127168,"N2",28,117," Inlet 2 ",100.469470269748,418.498076088327,1.09647609853314,26.6603917278666,0
2024-09-04 22:21:46.127168,"O2",32,117," Inlet 2 ",99.0171669918176,227.256506292584,0.741262528872581,13.6420931661328,0
2024-09-04 22:21:46.127168,"CO2",44,117," Inlet 2 ",117.385797177391,14.6256368094151,0.0638130718821359,0.859404514592795,0
2024-09-04 22:25:42.720497,"CH4",16,118,"Reference",101.005407814355,24.3983176619575,0.711662122312168,4.73656503784645,0
2024-09-04 22:25:42.720497,"N2",28,118,"Reference",99.0815192303642,412.716669675736,1.0478060185677,27.3408503308392,0
2024-09-04 22:25:42.720497,"O2",32,118,"Reference",99.4985260238784,228.361284132851,0.545391079939163,14.2695229760592,0
2024-09-04 22:25:42.720497,"CO2",44,118,"Reference",100.141756042328,12.4771223482754,0.0983708713123409,0.761582037570395,0
2024-09-04 22:30:09.947368,"CH4",16,119," Inlet 1 ",69.8177770958778,16.8648029932005,0.57428827193886,4.32606195155148,0
2024-09-04 22:30:09.947368,"N2",28,119," Inlet 1 ",102.331676517475,426.254957157381,0.972439672902165,26.6170644233908,0
2024-09-04 22:30:09.947368,"O2",32,119," Inlet 1 ",74.2406063414761,170.391269865367,0.675071783401472,10.3198390997288,0
2024-09-04 22:30:09.947368,"CO2",44,119," Inlet 1 ",156.352705267551,19.4807032571157,0.115592808960121,1.12378399155067,0
2024-09-04 22:34:20.793651,"CH4",16,120,"Reference",107.847821380655,26.051133915835,0.607179645500699,4.72711899259861,0
2024-09-04 22:34:20.793651,"N2",28,120,"Reference",99.7734182141502,415.598723226775,1.03997848341016,27.3295870644771,0
2024-09-04 22:34:20.793651,"O2",32,120,"Reference",99.9403458803886,229.375314730287,0.74654725985874,14.2115590347156,0
2024-09-04 22:34:20.793651,"CO2",44,120,"Reference",101.439262121453,12.6387846032295,0.0841321279889746,0.765255786609643,0
2024-09-04 22:38:05.589595,"CH4",16,121," Inlet 2 ",107.378546363417,25.9377783917185,0.687685851312838,4.54236012606789,0
2024-09-04 22:38:05.589595,"N2",28,121," Inlet 2 ",101.028063233008,420.824853365174,0.936998110414099,26.6371701954785,0
2024-09-04 22:38:05.589595,"O2",32,121," Inlet 2 ",99.6267025445273,228.655464921459,0.569134751945346,13.6228119441112,0
2024-09-04 22:38:05.589595,"CO2",44,121," Inlet 2 ",117.818432003338,14.6795407738431,0.0635593766446049,0.856398922986381,0
2024-09-04 22:42:00.777778,"CH4",16,122,"Reference",102.035085753904,24.6470410719438,0.790262208591395,4.75463587446027,0
2024-09-04 22:42:00.777778,"N2",28,122,"Reference",98.7578288991704,411.368361771959,1.15918845683767,27.3200796417321,0
2024-09-04 22:42:00.777778,"O2",32,122,"Reference",99.2639912564563,227.822998162168,0.639325206627705,14.2800299802833,0
2024-09-04 22:42:00.777778,"CO2",44,122,"Reference",100.269955869085,12.4930953548082,0.102707617302287,0.764485385541782,0
2024-09-04 22:46:29.421053,"CH4",16,123," Inlet 1 ",74.6963185586251,18.0432369692695,1.06507538753655,4.3428074111686,0
2024-09-04 22:46:29.421053,"N2",28,123," Inlet 1 ",102.461720962416,426.796647582021,1.56898299107172,26.6381588393191,0
2024-09-04 22:46:29.421053,"O2",32,123," Inlet 1 ",73.9757038431634,169.783286238855,0.525488971191065,10.2799970652718,0
2024-09-04 22:46:29.421053,"CO2",44,123," Inlet 1 ",157.640024045421,19.6410962293133,0.148616237254892,1.13236045565826,0
2024-09-04 22:50:39.669291,"CH4",16,124,"Reference",109.721235464672,26.5036656458017,0.896239285531763,4.74636482940672,0
2024-09-04 22:50:39.669291,"N2",28,124,"Reference",99.5747665807768,414.7712546818,1.4207560793891,27.3342048148288,0
2024-09-04 22:50:39.669291,"O2",32,124,"Reference",99.7957506266226,229.043450941455,0.596969772951926,14.2269014304075,0
2024-09-04 22:50:39.669291,"CO2",44,124,"Reference",101.468566974138,12.6424358297188,0.102205521125737,0.767031322711168,0
2024-09-04 22:54:24.953216,"CH4",16,125," Inlet 2 ",109.945294945064,26.55778823682,0.744611981898413,4.53641751071924,0
2024-09-04 22:54:24.953216,"N2",28,125," Inlet 2 ",101.357670809372,422.197809111853,1.18177472145525,26.6366454305572,0
2024-09-04 22:54:24.953216,"O2",32,125," Inlet 2 ",99.9264128587887,229.343336741954,0.623691752998819,13.6108766838924,0
2024-09-04 22:54:24.953216,"CO2",44,125," Inlet 2 ",118.126350725418,14.7179057848091,0.0693529948313661,0.855368295217469,0
2024-09-04 22:58:21.08125,"CH4",16,126,"Reference",109.409760646295,26.4284274805697,0.772733297176195,4.71573081192593,0
2024-09-04 22:58:21.08125,"N2",28,126,"Reference",100.129346037056,417.081313995021,1.21044035371083,27.3321223440061,0
2024-09-04 22:58:21.08125,"O2",32,126,"Reference",100.715385305426,231.154124984347,0.670627231727067,14.2570373657376,0
2024-09-04 22:58:21.08125,"CO2",44,126,"Reference",100.755052534146,12.5535357812587,0.0933994131411374,0.756703514686013,0
2024-09-04 23:02:47.358974,"CH4",16,127," Inlet 1 ",76.3477819957,18.4421555065712,0.641835307388995,4.29315050454844,0
2024-09-04 23:02:47.358974,"N2",28,127," Inlet 1 ",103.466354488907,430.981373517984,1.00341169469052,26.5778225401588,0
2024-09-04 23:02:47.358974,"O2",32,127," Inlet 1 ",74.0344502768081,169.918116487718,0.687327360933503,10.1528644815949,0
2024-09-04 23:02:47.358974,"CO2",44,127," Inlet 1 ",159.114088522535,19.8247567077897,0.127238092879196,1.12820519027059,0
2024-09-04 23:06:59.04,"CH4",16,128,"Reference",109.054294979293,26.3425631248971,0.834798197494363,4.7361563373169,0
2024-09-04 23:06:59.04,"N2",28,128,"Reference",99.708685037268,415.329082012269,1.58185047686343,27.3312314916602,0
2024-09-04 23:06:59.04,"O2",32,128,"Reference",99.888193590213,229.255618847033,0.487277873553229,14.2164295365001,0
2024-09-04 23:06:59.04,"CO2",44,128,"Reference",101.310148339119,12.6226977227644,0.106427356240737,0.764338523496351,0
2024-09-04 23:10:42.433526,"CH4",16,129," Inlet 2 ",107.516230155554,25.9710365406648,0.788315246788138,4.54322352442856,0
2024-09-04 23:10:42.433526,"N2",28,129," Inlet 2 ",101.067575410225,420.989438388896,0.91237734238434,26.6492867234031,0
2024-09-04 23:10:42.433526,"O2",32,129," Inlet 2 ",99.5311977367006,228.43626970895,0.540669298206455,13.6115092576664,0
2024-09-04 23:10:42.433526,"CO2",44,129," Inlet 2 ",117.846285003656,14.683011107363,0.0830483375080746,0.856222727383737,0
2024-09-04 23:14:39.031056,"CH4",16,130,"Reference",106.314353696605,25.6807177916948,0.646035420154542,4.74618054224102,0
2024-09-04 23:14:39.031056,"N2",28,130,"Reference",99.3672973368014,413.907057038296,0.869942919453943,27.351592345262,0
2024-09-04 23:14:39.031056,"O2",32,130,"Reference",99.8664675933098,229.205755027435,0.534091535526403,14.2782172413954,0
2024-09-04 23:14:39.031056,"CO2",44,130,"Reference",100.464864395682,12.5173799053212,0.0878474828600084,0.761175406070827,0
2024-09-04 23:19:05.324561,"CH4",16,131," Inlet 1 ",75.1551313340908,18.1540652910931,0.657155806792724,4.3277652910927,0
2024-09-04 23:19:05.324561,"N2",28,131," Inlet 1 ",102.894395189759,428.598919767091,1.46667585438192,26.6578675363707,0
2024-09-04 23:19:05.324561,"O2",32,131," Inlet 1 ",72.7970418007635,167.078112722048,0.576485215306228,10.0939840891832,0
2024-09-04 23:19:05.324561,"CO2",44,131," Inlet 1 ",160.566393031463,20.0057060116664,0.184248736611414,1.14896209152771,0
2024-09-04 23:23:18.870968,"CH4",16,132,"Reference",108.252045808348,26.1487761728882,0.787000397511944,4.72729032114697,0
2024-09-04 23:23:18.870968,"N2",28,132,"Reference",99.795574382293,415.691013090715,1.09122606947441,27.3251286056037,0
2024-09-04 23:23:18.870968,"O2",32,132,"Reference",99.9986428828855,229.509113479709,0.817843773226505,14.2139414811392,0
2024-09-04 23:23:18.870968,"CO2",44,132,"Reference",101.22111225166,12.6116043067854,0.0910959083081068,0.762508783397966,0
2024-09-04 23:27:02.730994,"CH4",16,133," Inlet 2 ",111.067050642664,26.8287534498853,0.682277378594011,4.54031131000266,0
2024-09-04 23:27:02.730994,"N2",28,133," Inlet 2 ",101.393749379307,422.348091700835,1.00905604127435,26.6424715663567,0
2024-09-04 23:27:02.730994,"O2",32,133," Inlet 2 ",99.9141902101548,229.315284268725,0.588711370123667,13.6071858602622,0
2024-09-04 23:27:02.730994,"CO2",44,133," Inlet 2 ",118.091124792626,14.7135168236939,0.0604171913929965,0.854579929283123,0
2024-09-04 23:30:57.447205,"CH4",16,134,"Reference",103.395919808407,24.9757567542565,0.728261699249448,4.75098365592677,0
2024-09-04 23:30:57.447205,"N2",28,134,"Reference",98.9275922145084,412.075498185325,0.969577546529157,27.3152882966571,0
2024-09-04 23:30:57.447205,"O2",32,134,"Reference",99.4089483031086,228.155692309915,0.579925612784222,14.2700455354065,0
2024-09-04 23:30:57.447205,"CO2",44,134,"Reference",100.194853089226,12.4837379537596,0.0969152636042754,0.761564120159264,0
2024-09-04 23:35:27.027523,"CH4",16,135," Inlet 1 ",74.0660211958714,17.890985762025,0.668427309657271,4.33671620771816,0
2024-09-04 23:35:27.027523,"N2",28,135," Inlet 1 ",102.632032282391,427.50606666778,1.43516671889913,26.6644101781813,0
2024-09-04 23:35:27.027523,"O2",32,135," Inlet 1 ",71.7755757479553,164.73372322364,0.481877322781302,9.99877650860911,0
2024-09-04 23:35:27.027523,"CO2",44,135," Inlet 1 ",162.245217020341,20.2148784202428,0.176103194495297,1.16461888091071,0
2024-09-04 23:39:39.172131,"CH4",16,136,"Reference",110.961158167349,26.8031746387438,0.592880459926017,4.73268405186748,0
2024-09-04 23:39:39.172131,"N2",28,136,"Reference",99.9380251669774,416.284381197141,0.947393972718301,27.3329901460456,0
2024-09-04 23:39:39.172131,"O2",32,136,"Reference",100.138717805033,229.83060255472,0.656132507475887,14.2139009904482,0
2024-09-04 23:39:39.172131,"CO2",44,136,"Reference",101.423358719094,12.6368031251246,0.0804644580361745,0.762838979583431,0
2024-09-04 23:43:21.633721,"CH4",16,137," Inlet 2 ",110.848143015184,26.7758753124722,0.709406119815329,4.54181156642038,0
2024-09-04 23:43:21.633721,"N2",28,137," Inlet 2 ",101.392950996887,422.344766098481,1.07117207754738,26.6556371611413,0
2024-09-04 23:43:21.633721,"O2",32,137," Inlet 2 ",99.8783019291509,229.23291627532,0.646169080576915,13.6096855484832,0
2024-09-04 23:43:21.633721,"CO2",44,137," Inlet 2 ",118.088448783082,14.7131834073469,0.0559800140893698,0.8548077758979,0
2024-09-04 23:47:17.275,"CH4",16,138,"Reference",108.230505063677,26.1435729076123,0.760961231906493,4.75311369876596,0
2024-09-04 23:47:17.275,"N2",28,138,"Reference",99.3975993396509,414.033277768435,0.990366814829411,27.3526229518534,0
2024-09-04 23:47:17.275,"O2",32,138,"Reference",99.9297461051603,229.350986949974,0.610625065469411,14.2826238163763,0
2024-09-04 23:47:17.275,"CO2",44,138,"Reference",100.463810421638,12.5172485858436,0.0824177512186859,0.760459116902043,0
2024-09-04 23:51:45.440367,"CH4",16,139," Inlet 1 ",73.7964639815876,17.8258729855462,0.583844800341906,4.3141130477431,0
2024-09-04 23:51:45.440367,"N2",28,139," Inlet 1 ",102.978674404744,428.949978543759,1.12877044396656,26.6308263690823,0
2024-09-04 23:51:45.440367,"O2",32,139," Inlet 1 ",71.3544081405468,163.767092063296,0.535921693306252,9.89659990365126,0
2024-09-04 23:51:45.440367,"CO2",44,139," Inlet 1 ",163.888070363808,20.4195690805309,0.126502399630388,1.17066065288568,0
2024-09-04 23:55:56.178862,"CH4",16,140,"Reference",110.695091707379,26.7389050699157,0.65500665412976,4.72938129839379,0
2024-09-04 23:55:56.178862,"N2",28,140,"Reference",99.9212951754452,416.214693666687,0.796645413199946,27.3145821822223,0
2024-09-04 23:55:56.178862,"O2",32,140,"Reference",100.144018038419,229.842767238467,0.6899404141467,14.2078482803158,0
2024-09-04 23:55:56.178862,"CO2",44,140,"Reference",101.420129335322,12.6364007613352,0.0901664245867187,0.762208988475345,0
2024-09-04 23:59:38.625731,"CH4",16,141," Inlet 2 ",109.548080065896,26.4618391682335,0.58126009837198,4.50508378500779,0
2024-09-04 23:59:38.625731,"N2",28,141," Inlet 2 ",103.126305524322,429.564924948359,3.3578579476248,26.9691211145021,0
2024-09-04 23:59:38.625731,"O2",32,141," Inlet 2 ",100.437234288077,230.515734386586,0.850557481024477,13.5836464268999,0
2024-09-04 23:59:38.625731,"CO2",44,141," Inlet 2 ",117.845615890664,14.6829277394954,0.0684895414720665,0.846886950232153,0
2024-09-05 00:03:33.343558,"CH4",16,142,"Reference",106.257972169659,25.6670985763036,0.9798460592571,4.73271077589428,0
2024-09-05 00:03:33.343558,"N2",28,142,"Reference",100.200222161225,417.376543197739,1.91368379587479,27.5260228149816,0
2024-09-05 00:03:33.343558,"O2",32,142,"Reference",100.059675327762,229.649190403888,0.849156363926028,14.2629525817137,0
2024-09-05 00:03:33.343558,"CO2",44,142,"Reference",100.233261380032,12.4885234195085,0.118532746887389,0.756480228090672,0
2024-09-05 00:08:17.525,"CH4",16,143," Inlet 1 ",66.3752771117416,16.0332513962938,0.669481819321247,4.3106594868906,0
2024-09-05 00:08:17.525,"N2",28,143," Inlet 1 ",102.963590033781,428.887145722903,1.00241494202998,26.7874624207542,0
2024-09-05 00:08:17.525,"O2",32,143," Inlet 1 ",70.26420802516,161.264949486312,0.447091278001453,9.82161159036179,0
2024-09-05 00:08:17.525,"CO2",44,143," Inlet 1 ",164.375999547845,20.480362423559,0.0775249590112308,1.18123829760699,0
2024-09-05 00:12:16.95,"CH4",16,144,"Reference",112.112202898524,27.0812147516649,0.79769300517336,4.73615793178816,0
2024-09-05 00:12:16.95,"N2",28,144,"Reference",100.473823385648,418.516208667547,0.928125656337862,27.4859539002194,0
2024-09-05 00:12:16.95,"O2",32,144,"Reference",100.167019442491,229.895558273475,0.967736357371416,14.2131075212026,0
2024-09-05 00:12:16.95,"CO2",44,144,"Reference",101.400789985076,12.6339911826671,0.0691654529372391,0.761958601024881,0
2024-09-05 00:15:54.688889,"CH4",16,145," Inlet 2 ",103.483857250669,24.9969984451432,0.570803966028917,4.52777762033932,0
2024-09-05 00:15:54.688889,"N2",28,145," Inlet 2 ",101.421493786494,422.463658957223,0.692010446897124,26.755193196201,0
2024-09-05 00:15:54.688889,"O2",32,145," Inlet 2 ",99.2731981885369,227.844129197137,0.453763958147863,13.5812204184915,0
2024-09-05 00:15:54.688889,"CO2",44,145," Inlet 2 ",117.422015316235,14.6301493940496,0.0764015820171221,0.852446733528343,0
2024-09-05 00:19:53.639751,"CH4",16,146,"Reference",102.144176430058,24.6733924231075,0.752914773217359,4.73286147112052,0
2024-09-05 00:19:53.639751,"N2",28,146,"Reference",99.6327734365334,415.012877907929,0.926438815085431,27.4545216372463,0
2024-09-05 00:19:53.639751,"O2",32,146,"Reference",99.6091660175978,228.615216447749,0.588119573515285,14.2570754887667,0
2024-09-05 00:19:53.639751,"CO2",44,146,"Reference",99.9631962157149,12.4548747575481,0.0949938710972628,0.756963606228934,0
2024-09-05 00:24:23.690909,"CH4",16,147," Inlet 1 ",69.4064715637924,16.765450263034,0.696229434514871,4.28971965729346,0
2024-09-05 00:24:23.690909,"N2",28,147," Inlet 1 ",103.562496989476,431.38184792489,1.60588865075271,26.7534085820733,0
2024-09-05 00:24:23.690909,"O2",32,147," Inlet 1 ",70.0622451588994,160.801420011762,0.42395023971207,9.72093285461424,0
2024-09-05 00:24:23.690909,"CO2",44,147," Inlet 1 ",165.849741150113,20.6639826735721,0.149835082831137,1.18278974477668,0
2024-09-05 00:28:34.905983,"CH4",16,148,"Reference",113.08199687476,27.3154729167559,0.814824968922473,4.69824342313162,0
2024-09-05 00:28:34.905983,"N2",28,148,"Reference",101.446745143022,422.568841597258,1.26971947490739,27.5338409558423,0
2024-09-05 00:28:34.905983,"O2",32,148,"Reference",100.896823912609,231.570548774561,0.585786334830535,14.1805278802708,0
2024-09-05 00:28:34.905983,"CO2",44,148,"Reference",101.533091243794,12.6504752054873,0.103765067119323,0.75597101576159,0
2024-09-05 00:32:17.358382,"CH4",16,149," Inlet 2 ",106.677160851241,25.768355517242,0.671672209080313,4.51930682953476,0
2024-09-05 00:32:17.358382,"N2",28,149," Inlet 2 ",101.953853405886,424.681163199102,1.37336879438906,26.7832604814473,0
